Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
PMS2_boot.36	0.9999999999999958	0.853	0.552	55.2%	0.09	52.313%	0.26193	0.764
PMS2_boot.37	0.9999999999999958	0.867	0.545	54.5%	0.086	50.109%	0.23386	0.789
PMS2_boot.38	0.9999999999999956	0.869	0.533	53.3%	0.084	49.847%	0.25501	0.785
PMS2_boot.39	0.9999999999999957	0.862	0.577	57.7%	0.089	51.161%	0.28992	0.785
PMS2_boot.40	0.9999999999999958	0.854	0.559	55.9%	0.091	52.322%	0.27052	0.769
PMS2_boot.41	0.9999999999999958	0.844	0.588	58.8%	0.09	53.666%	0.28361	0.737
PMS2_boot.42	0.9999999999999958	0.867	0.54	54.0%	0.086	50.36%	0.25805	0.785
PMS2_boot.43	0.9999999999999957	0.851	0.556	55.6%	0.091	52.401%	0.25782	0.764
PMS2_boot.44	0.9999999999999961	0.858	0.55	55.0%	0.089	51.633%	0.25452	0.774
PMS2_boot.45	0.9999999999999961	0.845	0.538	53.8%	0.091	53.656%	0.25857	0.743
