Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M
STAD_TCGA-VQ-A91A	39	2	4	7	16	8	6	12	0	0	47	8	8
STAD_TCGA-VQ-A91D	1040	10	56	377	382	101	364	47	13	76	112	30	13
STAD_TCGA-VQ-A91E	233	6	16	66	100	13	125	0	0	273	0	3	25
STAD_TCGA-VQ-A91K	550	6	50	95	228	69	70	22	94	124	116	17	28
STAD_TCGA-VQ-A91N	33	4	7	17	4	5	5	0	11	0	38	16	15
STAD_TCGA-VQ-A91Q	19	6	0	0	15	0	0	6	13	0	59	11	8
STAD_TCGA-VQ-A91S	7	2	16	12	17	10	1	12	0	0	68	60	107
STAD_TCGA-VQ-A91U	58	5	10	12	4	6	1	3	4	15	54	11	6
STAD_TCGA-VQ-A91V	15	7	10	17	0	1	0	18	19	0	0	13	198
STAD_TCGA-VQ-A91W	13	3	1	1	0	1	0	0	14	0	7	2	7
STAD_TCGA-VQ-A91X	22	3	4	30	1	3	0	23	28	21	23	6	91
STAD_TCGA-VQ-A91Y	23	1	3	2	4	0	2	0	6	0	8	5	2
STAD_TCGA-VQ-A91Z	35	0	5	0	6	4	0	11	33	15	37	11	14
STAD_TCGA-VQ-A922	10	8	12	17	8	1	6	10	26	15	37	18	39
STAD_TCGA-VQ-A923	40	5	11	0	6	0	6	0	13	1	41	3	1
STAD_TCGA-VQ-A924	432	1	19	34	308	163	113	0	8	204	0	10	31
STAD_TCGA-VQ-A925	7	0	9	7	0	2	0	9	20	12	38	24	27
STAD_TCGA-VQ-A927	12	0	2	1	7	3	4	7	0	2	15	1	13
STAD_TCGA-VQ-A928	6	1	4	6	9	1	0	3	8	4	30	4	0
STAD_TCGA-VQ-A92D	26	6	7	5	23	3	7	4	17	5	44	11	5
STAD_TCGA-VQ-A94O	22	0	6	0	2	1	10	1	19	0	13	5	0
STAD_TCGA-VQ-A94P	16	2	2	0	2	4	0	0	2	0	1	8	63
STAD_TCGA-VQ-A94R	43	8	19	19	11	0	20	12	71	0	76	39	54
STAD_TCGA-VQ-A94T	17	6	7	13	0	3	1	7	12	8	24	2	0
STAD_TCGA-VQ-A94U	46	0	4	10	0	6	0	16	47	4	28	7	25
STAD_TCGA-VQ-AA64	12	10	2	15	0	14	11	0	18	16	122	65	24
STAD_TCGA-VQ-AA68	40	3	0	4	0	1	2	0	27	10	35	11	75
STAD_TCGA-VQ-AA69	28	1	2	8	0	2	3	0	9	3	20	5	0
STAD_TCGA-VQ-AA6A	31	1	6	0	4	3	10	2	19	0	18	3	25
STAD_TCGA-VQ-AA6B	26	1	1	14	2	1	1	9	11	0	27	6	1
STAD_TCGA-VQ-AA6D	94	2	14	401	0	47	49	51	15	87	62	37	51
STAD_TCGA-VQ-AA6F	8	4	5	11	0	1	4	0	6	3	14	6	0
STAD_TCGA-VQ-AA6G	55	8	6	1	11	0	10	5	12	1	32	1	24
STAD_TCGA-VQ-AA6I	24	1	7	21	0	4	0	3	13	1	34	8	10
STAD_TCGA-VQ-AA6J	35	4	0	9	4	7	0	8	6	0	30	9	64
STAD_TCGA-VQ-AA6K	21	3	2	4	4	3	0	5	4	13	29	4	0
STAD_TCGA-ZA-A8F6	13	1	3	1	5	0	1	5	0	0	18	11	0
STAD_TCGA-ZQ-A9CR	20	1	7	6	14	1	8	5	0	3	55	1	23
