Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EXO1_multinomial_train_fold1	999.9999999999956	0.923	359.993	35.999%	48.133	38.75%	0.11515	0.75
EXO1_multinomial_train_fold1.1	999.9999999999955	0.924	385.626	38.563%	48.755	39.338%	0.12425	0.776
EXO1_multinomial_train_fold1.2	999.999999999995	0.945	322.34	32.234%	42.3	33.391%	0.10251	0.846
RNF168_multinomial_train_fold1.7	999.9999999999995	0.909	466.033	46.603%	59.9	43.276%	0.21558	0.806
EXO1_multinomial_train_fold1.3	999.9999999999959	0.935	342.524	34.252%	45.842	35.805%	0.10553	0.817
RNF168_multinomial_train_fold1.8	999.9999999999997	0.91	416.577	41.658%	58.616	41.443%	0.16787	0.802
EXO1_multinomial_train_fold1.4	999.9999999999951	0.932	375.666	37.567%	46.843	37.244%	0.12288	0.811
EXO1_multinomial_train_fold1.5	999.9999999999948	0.929	364.162	36.416%	48.229	38.119%	0.10912	0.806
EXO1_multinomial_train_fold1.6	999.9999999999951	0.923	377.635	37.764%	49.773	39.181%	0.13533	0.781
EXO1_multinomial_train_fold1.7	999.9999999999955	0.922	382.369	38.237%	52.062	41.89%	0.13816	0.807
RNF168_multinomial_train_fold1.9	999.9999999999997	0.88	493.283	49.328%	68.236	49.326%	0.24065	0.742
RNF168_multinomial_train_fold1.10	999.9999999999995	0.902	448.43	44.843%	60.487	43.464%	0.1939	0.776
EXO1_multinomial_train_fold1.8	999.9999999999958	0.936	355.048	35.505%	45.36	36.083%	0.11203	0.819
EXO1_multinomial_train_fold1.9	999.9999999999955	0.944	324.855	32.486%	42.292	33.55%	0.09847	0.839
RNF168_multinomial_train_fold1.11	999.9999999999997	0.897	443.361	44.336%	61.431	44.263%	0.1887	0.758
EXO1_multinomial_train_fold1.10	999.999999999995	0.946	325.305	32.531%	42.054	32.552%	0.09089	0.855
EXO1_multinomial_train_fold1.11	999.999999999995	0.931	344.67	34.467%	46.381	36.836%	0.11169	0.79
EXO1_multinomial_train_fold1.12	999.9999999999947	0.933	357.469	35.747%	47.231	37.363%	0.11541	0.82
